,Unnamed: 0,market_date,company_symbol,news_id,headline,is_volatile
7889,7889,2015-05-21,AIG,6949b4bd-f2a0-4d13-822d-4c286b5c42ef,review 8216 othello 8217  performed american ballet theater,0
7891,7891,2015-05-21,AIG,2b007536-8a75-44c1-aaeb-d0f8266b3b18, leaving orbit pensive ode closing frontier,0
7894,7894,2015-05-21,AIG,f089722b-ae53-4e86-9a8e-96baaffdafbb,north korea claims built small nuclear warheads,0
7896,7896,2015-05-21,AIG,adc5fe1f-0ffb-48d6-bad9-084a52402ded,american ballet theater turns 75,0
7904,7904,2015-05-26,AIG,b6f7d04a-8ccd-4e5e-b0dc-9c0fc10fadea,holiday travelers highest since 2005 despite rising gas prices,0
7919,7919,2015-05-28,AIG,62d1da28-5660-402c-82ac-329284fdf054,chuck blazer soccer bon vivant laid low,0
7927,7927,2015-05-29,AIG,c426086f-77cd-4fdc-82f6-6460e0062005,china publishers court america authors scorn censorship,0
7930,7930,2015-05-29,AIG,d6bc5703-3b20-40d1-9822-a51d24c698cd,fifa case questions answers updates,0
7933,7933,2015-06-01,AIG,cd0bac26-3cfa-402a-9067-875ae8eece94,edward p gilligan american express executive dies 55,0
7934,7934,2015-06-01,AIG,edc11a1e-17e6-47c4-89e9-fa417b1669e0,new class drugs shows promise treating cancer,0
7939,7939,2015-06-01,AIG,bfc5bc6c-1028-4d35-8670-6adc13af6458,matthew aucoin opera great 25 year old hope,0
7941,7941,2015-06-01,AIG,efaa64a6-9b82-414b-879a-aeb9b250af16,new tactics battling head lice,0
7946,7946,2015-06-01,AIG,42945983-78d5-4468-8886-b27dbb78e27b,review school american ballet workshop includes 8216 harlequinade 8217 ,0
7947,7947,2015-06-01,AIG,a72d86cd-7d5e-4e5d-9bdf-2ff2c0803c7f,review matthew aucoin 8217 8216 crossing 8217  taut inspired opera,0
7952,7952,2015-06-02,AIG,fb8f48db-701e-4dbb-8620-88fd246c75d5,american pharoah flies around track  next stop belmont,0
7954,7954,2015-06-03,AIG,6939748a-f71e-4e1c-b761-875092052175,americans views income inequality workers rights,1
7956,7956,2015-06-03,AIG,d1147e4b-90ff-44df-9d61-fb433daa16bd,gray day american pharoah takes residence belmont,1
7957,7957,2015-06-03,AIG,5eda3a67-354e-4b96-ae95-f000440ab54c,review american ballet theater revives 8216 la bayad egrave re 8217  using familiar choreography,1
7958,7958,2015-06-03,AIG,d244e7a1-01f2-4a59-aea2-260aa6b34661,a c l u asks judge force improvements baltimore jail,1
7959,7959,2015-06-03,AIG,ed7c2b1f-0d65-4849-b35a-cde194e665a4,pletcher hopes spoiling triple crown bid lie rest home turf,1
7960,7960,2015-06-04,AIG,7ce2c636-3218-4adf-b1ae-bd93fd9cd4b2,appealing union hillary clinton calls teachers 8216 scapegoats 8217 ,0
7969,7969,2015-06-05,AIG,5ef913af-7a11-4c3b-8e81-f5d7a21ca45a,belmont stakes 2015 predictions analysis,0
7972,7972,2015-06-08,AIG,9c3db904-fb10-4b5d-a557-8bdd9cc9c135,caught fresh horses triple crown tradition,0
7975,7975,2015-06-08,AIG,81e26125-da74-4f33-9734-23b3bbef1bc2,review american classical orchestra takes friedrich witt,0
7980,7980,2015-06-08,AIG,818ca1aa-7e6a-49e3-80ed-b89030efcf6a,divine intervention hope horse belmont,0
7981,7981,2015-06-08,AIG,efabf9fa-18d8-4163-b389-0b17e226cc92,storied trainer witness history,0
7982,7982,2015-06-08,AIG,c7064c5c-4892-4923-8f47-6f1296972474,tony awards get dressed,0
7984,7984,2015-06-08,AIG,5ef432e9-661d-412e-9e06-27475569008a,going ends earth get music,0
7988,7988,2015-06-08,AIG,4a600279-4bdd-4171-bcb3-f057a7fd9ee1,amid mud straw workers backstretch savor special day,0
7990,7990,2015-06-09,AIG,586fed3a-d91c-4622-8238-3f0c5c0578aa,dance week classic beauty non virtuoso dance ailey returns,0
7992,7992,2015-06-09,AIG,67ac0380-97d3-45cb-ab23-b3afb25a14ee,belmont payouts await,0
7994,7994,2015-06-09,AIG,b73cb06a-549d-4222-9af8-b354bfbc0333,longtime assistants relish ride american pharoah,0
7995,7995,2015-06-09,AIG,e90d186b-1e58-4fce-9261-35eae3cbec13,dov charney american apparel tussle lawyers fees,0
7996,7996,2015-06-09,AIG,b1b0e9ed-6a44-4529-8aee-e69a8f540e7b,relying butterfly wings survive,0
7997,7997,2015-06-10,AIG,159fa283-0168-4247-aa2f-695a65c61141,lobbying bonanza,1
7998,7998,2015-06-10,AIG,1b63267f-e7a4-4c8a-8fbb-592d3322903f,pet project reality man behind europe games,1
7999,7999,2015-06-10,AIG,0c9e5b6c-b92d-473c-ad12-674f799ed595,inaugural european games playing divisive host,1
8003,8003,2015-06-12,AIG,437c5520-737b-4429-a49f-583b14bddc96,database may help identify veterans edge,0
8014,8014,2015-06-16,AIG,39290ee3-5689-4e49-b4b8-38aed64d7c47,israeli helped inspire american russia weapons deal assad memoir says,0
8028,8028,2015-06-17,AIG,86bd5c96-3d9e-49df-97aa-71efd7bd0490,antibiotics effective appendicitis study says,0
8039,8039,2015-06-22,AIG,7c516683-6cdf-481b-9481-a4d5a5e9779b,holding back tears american pharoah triple crown,0
8046,8046,2015-06-23,AIG,2d76b1d6-da65-4950-9cf6-3262cc009022,review merce cunningham 8217 8216 crises 8217  opens dance new whitney,0
8047,8047,2015-06-23,AIG,c5486f76-e4d0-4ad9-a6e9-dcd1fca1ac89,possibly lifesaving guide heart attacks,0
8048,8048,2015-06-23,AIG,b3f9b4f8-e703-4184-9495-999d95bceba6,cancer doctors offer way compare medicines including cost,0
8051,8051,2015-06-24,AIG,9da2bdd9-482c-4c7f-81ac-9479d1cfcb44,review 8216 the oregon trail 8217  two brothers take 1800s style road trip,0
8052,8052,2015-06-24,AIG,356dcd99-ece1-4154-89c0-5e80acff5ba7,edible marijuana labels often potency wrong study says,0
8059,8059,2015-06-29,AIG,edc0a7a2-0629-476d-ad3d-fdc5ce2290bc,regulating sex,1
8060,8060,2015-06-29,AIG,4cfd8f8d-05a9-407f-8e56-512155da60f2,she ll play jewish mother wants asian americans get best parts ,1
8066,8066,2015-06-30,AIG,0336f1a0-7949-44d4-8e1e-302f9ff4bd73,live kicking soccer games watch week,0
8074,8074,2015-07-02,AIG,e5762d0f-fd89-4dda-aeda-30578ed3ea5e,today politics backlash costs donald trump possibly republicans,0
8092,8092,2015-07-08,AIG,30b7598a-6cff-4224-9a48-803f140b4776,man threatened muslim sentenced 13 months,0
8094,8094,2015-07-09,AIG,0abe7763-5564-42f8-ab90-5cb5c2300475,men team continues american soccer winning ways,0
8096,8096,2015-07-10,AIG,93e4dd12-d031-4e91-8922-c1d1840cb144,iraq veteran homecoming arias,0
8097,8097,2015-07-10,AIG,4c4f3d84-f944-44c7-948c-4ce13390a64f, 8216 tap forward 8217  showcases contemporary tap,0
8098,8098,2015-07-10,AIG,cf0ab725-ecba-45be-ae38-22921ed89632,indifferent toronto pan am games land thud,0
8105,8105,2015-07-13,AIG,4acdf2c4-2844-4900-ba71-c00189e1a2c1,outside psychologists shielded american torture program report finds,0
8120,8120,2015-07-15,AIG,be900250-4c09-41f1-b944-815264473f98,jozy altidore american gold cup roster,0
8122,8122,2015-07-15,AIG,ec517c38-92d2-485c-a713-811972876e45,3 leave jobs psychologists involvement terrorism interrogations,0
8123,8123,2015-07-15,AIG,745e7026-ef11-4dea-9cc1-0584360a83e1,a c l u asks court stop part n a bulk phone data collection,0
8128,8128,2015-07-17,AIG,01a0d673-67ed-49c1-b526-bfdf3792cebc,jeffrey webb top fifa official said american agreeing extradition,0
8131,8131,2015-07-20,AIG,9b13269b-0fdd-4e97-9f99-9b6990e5aba2,american pharoah 8217 drill,0
8135,8135,2015-07-20,AIG,8ee335b8-ff22-4dee-aca1-1b659c98621d,whitney embraces dancenoise brash 8217 80s performance duo,0
8140,8140,2015-07-22,AIG,68c98c5f-6007-4c0b-90fc-78df16a21332,health care tax faces united opposition labor employers,0
8142,8142,2015-07-23,AIG,7a077ac9-a236-42d0-9ec1-90817f6842bc,special olympics competitors stranded los angeles,0
8144,8144,2015-07-24,AIG,9c687e51-70ac-4742-a733-faeffa98dd04,american pharoah secure spot history tricky future,0
8146,8146,2015-07-24,AIG,408964b0-d305-47a2-8fb5-db8454004705,review daniil simkin offers 8216 intensio 8217  jacob 8217 pillow,0
8154,8154,2015-07-27,AIG,5a722b13-a57e-4beb-b130-07911c946a3c,overcoming distractions mexico wins gold cup final,0
8159,8159,2015-07-30,AIG,15b374ad-0d61-447b-94e2-a7504af0906a,bernie sanders lobbies a f l c i o endorsement,0
8160,8160,2015-07-29,AIG,8603b25f-f2c2-4ca5-a82b-0f2ca86a2383,today politics candidates court labor group may wait reciprocate,0
8161,8161,2015-07-29,AIG,a7c38af8-7d18-47c4-a3ff-6c0f6ad9fb4f,review 8216 the wreckers 8217  tale piracy love betrayal,0
8162,8162,2015-07-29,AIG,44971b0a-e035-4d1d-adbd-43cfb034ae7a,a i g names doug dachille chief investment officer,0
8163,8163,2015-07-30,AIG,83659060-d07e-4b84-8ab4-3b887ed394fc,today politics polls keep bolstering trump seemingly impervious scrubbing,0
8164,8164,2015-07-30,AIG,04e3101f-fe30-499f-9978-898d706c9203,rolling red carpet american pharoah,0
8165,8165,2015-07-30,AIG,5dd68bb8-e052-4d0e-9942-fb85f38c46f7,helen gurley brown scholars redefine cosmo girl ,0
8167,8167,2015-08-03,AIG,c382b445-4354-44d3-821d-a4836a29b8c6,american pharoah arrives new jersey,0
8176,8176,2015-08-03,AIG,7ae3af2a-2df2-492a-bdd9-e4c273afbddc,texas red prevails saratoga,0
8177,8177,2015-08-04,AIG,65cc96c9-86d0-4d31-ab8e-be631bd6c0b9,kentucky officer handcuffs third grader,1
8181,8181,2015-08-04,AIG,a78b42e5-d635-41c6-a59c-1aff181cedff,a c l u sues handcuffing boy 8 girl 9 kentucky school,1
8182,8182,2015-08-04,AIG,ef6e1b59-0e30-40f0-9526-c6e2db246569,a i g reports jump profit lifted chinese investment,1
8183,8183,2015-08-04,AIG,4dd051ad-e38a-46c9-bf80-5556bf7b5031,american pharoah steers clear route past triple crown winners,1
8190,8190,2015-08-05,AIG,e59d83ba-273b-4756-a52f-e73235209f35,untitled whitney meatpacking district,0
8197,8197,2015-08-06,AIG,5f7ca13d-f96b-4305-aae4-dfa0a959155c,it either iran nuclear deal some form war obama warns,0
8198,8198,2015-08-07,AIG,8d334460-adbe-468c-9d94-41c5a8111f20,1940 stewardess says man hit,0
8199,8199,2015-08-07,AIG,086ce1b5-db4b-48bb-adce-7f26392a1cdf,10 favorite books alice waters,0
8203,8203,2015-08-10,AIG,878d6d39-2a3d-426a-b162-825e59bb5169,fears lasting rift obama battles pro israel group iran,0
8205,8205,2015-08-10,AIG,9585a4cf-94ca-469b-8a24-e29d091216bc,psychologists approve ban role national security interrogations,0
8206,8206,2015-08-10,AIG,d9ac73d1-7fd9-4aa3-85fd-0f8ab7d449b0,chicago stop and frisk monitored,0
8214,8214,2015-08-12,AIG,5c36804d-e78b-469c-80d4-3963288dc006,thom yorke set compose music pinter play broadway,0
8217,8217,2015-08-12,AIG,8e1628a8-c757-4362-88b3-8cd4362dd4d3,beckham defends daughter pacifier stirring parenting debate,0
8232,8232,2015-08-18,AIG,8267c9ed-949c-4807-be82-f60878beda13,lobbying fight iran nuclear deal centers democrats,0
8234,8234,2015-08-19,AIG,949c5e07-86d9-49f5-9926-eccdab371c2e,morning agenda china keeps investors guessing,0
8237,8237,2015-08-21,AIG,d2d027a3-5d24-436d-a378-0f1df081a03e,review 8216 american ultra 8217  jesse eisenberg stoner target,1
8238,8238,2015-08-20,AIG,9494bd9f-7e0f-47cf-9689-5b9a0d5aa3af,g o p hopefuls display differences education,1
8239,8239,2015-08-21,AIG,3c26125d-5d24-401c-bf7a-9cad939e9f4d,doctors behaving badly,1
8242,8242,2015-08-24,AIG,10c791e5-f896-43ae-99ed-9ba6e0ad328b,mark toro north american properties who when ,1
8243,8243,2015-08-24,AIG,55af5aa9-7f8e-4621-9ab6-98867edd2b49,clashing views e cigarettes,1
8244,8244,2015-08-24,AIG,c69e0308-99bf-41a5-a2b6-ee58319e8b45,baffert makes official american pharoah allays anxiety,1
8245,8245,2015-08-24,AIG,c9910a13-6968-4622-92fd-77455477f328,clashes break protests trash crisis lebanon,1
8246,8246,2015-08-25,AIG,a161e081-44d3-45c8-8f5f-ee12a839e7cb,showing courage iran,0
8247,8247,2015-08-25,AIG,459af099-927e-487e-b622-ecf5536e1ece,many law students legal jobs,0
8248,8248,2015-08-25,AIG,27ed6215-c215-4ecd-8e78-38c93b2ea4e8,book review the butterflies north america  titian peale lost manuscript ,0
8249,8249,2015-08-26,AIG,483c747e-d484-4127-9ab2-d659bdc61fc5,st paul rape case shows sexual assault laws must change,1
8250,8250,2015-08-26,AIG,724e2671-2f4c-49e4-b635-c73e0cafc5e4,republican conception conception,1
8251,8251,2015-08-26,AIG,ee0ee3c7-6b86-47c2-86e9-e514f69b0683,red cross suspends operations yemen port,1
8252,8252,2015-08-26,AIG,d4171386-0d99-4db3-991f-b97c7a92f70d,american pharoah 1 5 morning line favorite travers stakes,1
8254,8254,2015-08-31,AIG,7505ff0f-8cc1-4057-9d41-9d3ffcb9953b,american pharoah awes saratoga springs eve travers,0
8259,8259,2015-08-31,AIG,c269c252-5ed4-4c08-9a2e-06d1fa6fe7d1,american pharoah calm amid saratoga storm,0
8261,8261,2015-08-31,AIG,58601626-5032-4d7d-816c-39873f1c9dc4,prison vendors see continued signs captive market,0
8268,8268,2015-09-04,AIG,619b9989-5498-4303-a616-d3b5c2a330fb, 8216 the jemima code 8217  spotlights forgotten black cooks,1
8269,8269,2015-09-04,AIG,91de0584-7d58-474b-a35a-99fd46ded223,review jaimie warren american medium mashes freddie mercury saints,1
8270,8270,2015-09-04,AIG,364e9e4c-676c-4c7c-945d-8758a053034a,take labor day tour blue collar art,1
8271,8271,2015-09-04,AIG,19b1b3b2-90c7-493a-a99f-3a50de5aaca6,american pharoah isn t done farewell come breeders cup,1
8272,8272,2015-09-08,AIG,42489227-e0ca-451d-b5f6-f473261a9928,labor day drivers lowest gasoline prices 11 years,1
8273,8273,2015-09-08,AIG,3af1c7bc-6052-480b-9f17-4172b3285196,american express may get treatment microsoft valueact capital,1
8274,8274,2015-09-08,AIG,0fb9504b-acaa-4133-b0e7-fd19cec69a7e,iran obamacare foreign policy ,1
8275,8275,2015-09-08,AIG,cf59f6e6-204a-4d87-902b-df298aab561f,new books city war buffalo,1
8276,8276,2015-09-08,AIG,1e2b09d1-c423-43a1-b24c-d690f2383e5a,prose poetry,1
8277,8277,2015-09-08,AIG,6d0cdfac-1aab-4224-be60-a94243915103,j ouvert annual west indian parade,1
8278,8278,2015-09-08,AIG,0d893c6a-db3d-4749-8926-f5163220b1ce,back to school worries gay parents,1
8279,8279,2015-09-08,AIG,e9d31ac8-4356-4f04-8808-0cb1c9d3a83b,experts reject official account 43 mexican students killed,1
8280,8280,2015-09-08,AIG,c3abec5d-6b27-4bb6-8a0a-722fb34bd530,west indian american day parade comes together one costume time,1
8281,8281,2015-09-08,AIG,368eb733-ff13-4b95-b3f7-f4c3d774628b,doctors 8217  association sees harm insurance mergers,1
8282,8282,2015-09-08,AIG,66e957b0-ea43-4e69-b2a1-d82ffc236357,tardigrade practically invisible indestructible water bears ,1
8283,8283,2015-09-08,AIG,241ac244-8d0c-40f1-a1f8-e0e8ca47556d,cuomo administration lawyer shot head west indian day parade,1
8288,8288,2015-09-09,AIG,df70cba0-b55d-4c8f-8fe1-f242fd53cbce,cuomo lawyer shooting revives call overhaul gun laws,0
8291,8291,2015-09-10,AIG,cecc19fc-559b-45a3-8464-fad34299f4b7,bmi announce surpassed 1 billion revenue,0
8294,8294,2015-09-11,AIG,88bf314f-2f7e-4731-814c-0883612c3087,venezuelan opposition leader leopoldo l pez sentenced prison protest,0
8295,8295,2015-09-11,AIG,48c10dc8-ec84-4aec-a4fd-74ca92d985fa,influential pro israel group suffers stinging political defeat,0
8303,8303,2015-09-14,AIG,8d6d1376-77b0-4a25-a7ae-48f307df36b5,shoddy records cited california oil spill,0
8308,8308,2015-09-14,AIG,c2ca0d9b-b38c-42c1-9bb6-f53c851ff06e,dance season premieres mixed masterworks,0
8317,8317,2015-09-16,AIG,e7a869c0-9dc0-4910-a3e5-40471e770aaa,house vote said near repeal oil export ban,0
8320,8320,2015-09-17,AIG,3598405e-4cb0-44e6-99ff-270997a4e0ed,hawaii honolulu sued treatment homeless,0
8323,8323,2015-09-17,AIG,761787f5-f999-4c15-a14b-fd8d79f4b107,cuomo agency lawyer dies week shot,0
8324,8324,2015-09-18,AIG,059364b7-0232-42d6-8cc6-73a88c5fda2f,pen appeals xi jinping release imprisoned chinese,0
8330,8330,2015-09-21,AIG,7c49c7d5-edbf-4a92-91d5-311569c52fe2,instagram social media redefining user engagement ,0
8331,8331,2015-09-22,AIG,9ffad48e-49e8-4013-890b-93c038f04967,bible belt atheist,0
8336,8336,2015-09-24,AIG,76984265-aa0c-4c99-9189-3cf34b243b4d,combination drug may ease agitation alzheimer 8217 s,0
8339,8339,2015-09-25,AIG,1cd3547e-9497-4dde-8217-f8f2f569737d,new books analyze photographs frederick douglass sojourner truth,0
8341,8341,2015-09-28,AIG,b15f355f-63d5-480c-8627-26d89a8d3d4d,ralph nader tort law museum seeks keep crusade evergreen,1
8343,8343,2015-09-28,AIG,2761b3d3-de8a-4300-998d-fa0035270021,cuomo eulogizing slain aide deplores violence urges tough gun laws,1
8344,8344,2015-09-28,AIG,d6fbe8f9-bdce-4ad9-82a0-e14fd790c29c,brooklyn fox meets match soccer pitch,1
8345,8345,2015-09-28,AIG,66640e60-7d82-4621-9233-35c1fd907c15,earning doctorate night museum campus,1
8347,8347,2015-09-30,AIG,eb7817b7-321c-4397-bb61-6e71e03ecb4b,nursing homes bill therapy patients need american says,1
8348,8348,2015-09-30,AIG,28cf79f8-1188-46ea-8e61-f28c130e5048,fifa bars jack warner former executive soccer activities,1
8349,8349,2015-09-30,AIG,f0263c8c-95ee-4dc7-aa0f-658427f05810,japan tobacco buys international rights natural american spirit,1
8352,8352,2015-10-02,AIG,3f537d38-bcc6-4676-8693-e3d5d2c6d6bd,dogs hurting special place heal,0
8354,8354,2015-10-05,AIG,04ee54ca-1ebe-44e9-bc94-2c9e8181d80b,hillary clinton gets backing national education association,1
8355,8355,2015-10-05,AIG,5436808d-a58b-497c-a9e9-9de9c2a653e4,worcester art museum receives 4 million gift,1
8356,8356,2015-10-05,AIG,db6ad65f-7940-4841-8660-a0c64c2c4dc9,jeff petersen jr rising occasion,1
8357,8357,2015-10-05,AIG,a7d039dd-4f31-4197-af14-670501b01e18,morning agenda american apparel files bankruptcy,1
8358,8358,2015-10-05,AIG,2d0bcb18-925d-4471-8f82-f349bf3355cf,review fall dance festival stepping directions,1
8359,8359,2015-10-06,AIG,a36fd8c7-8df2-4c2d-8e57-97966b148705,morning agenda activist investors billion dollar bets,0
8360,8360,2015-10-06,AIG,6ecfede8-a668-4e41-b868-3bddd3a779e3,n h l hopes less overtime appeal fans,0
8361,8361,2015-10-06,AIG,e7d291ef-5b55-4280-8354-b1c838502ce1,jet makes emergency landing syracuse pilot dies,0
8367,8367,2015-10-07,AIG,1cf72b66-d84c-45da-be9e-e67c2af33660,review american horror story hotel depraved ever,0
8368,8368,2015-10-08,AIG,477e53dc-8bb1-4fce-916b-166c40bd09f9,gender bias hollywood reportedly draws federal scrutiny,0
8373,8373,2015-10-09,AIG,acd0a2fe-c1b4-4110-871c-1a3797206712,bill de blasio travel israel next week tradition new york mayors,0
8375,8375,2015-10-12,AIG,be52ddc8-77a6-420a-9f1d-8e1bad932a2a, ,0
8376,8376,2015-10-12,AIG,ec826396-313c-4bd8-b809-b3aa11b701f3,player ratings mexico 3 vs united states 2 ,0
8377,8377,2015-10-12,AIG,6ccbfaa5-a799-4687-97cb-9bc88bdf0c10,homeless removed camp hawaii,0
8379,8379,2015-10-12,AIG,c6b56412-d013-46b2-8a43-2c67866deffa, leaving orbit margaret lazarus dean,0
8380,8380,2015-10-12,AIG,5bbcc361-c979-45af-80ee-c23af00113fe,dubuffet art brut outsiders view american folk art museum,0
8381,8381,2015-10-12,AIG,22df0347-700b-462e-9ce7-133b3fce9e56,misty copeland pushing ballet boundaries,0
8387,8387,2015-10-14,AIG,06dd5348-4a47-408c-a170-fc2f935238ac,talk therapy works,0
8389,8389,2015-10-14,AIG,0d62191a-c400-492f-b89d-48d499a39742,psychologists sued c i a techniques,0
8392,8392,2015-10-14,AIG,67eaad60-0a17-44db-8d01-b28c6c14417a,review american ballet theater mark morris take manners,0
8393,8393,2015-10-15,AIG,1e022d1c-0209-41b1-9462-c8c0d594e10e, american horror story hotel recap strange appetites,1
8394,8394,2015-10-15,AIG,ad59d6b9-9d8f-4e71-9066-be7cd46a9d6e,american publishers take stand censorship china,1
8395,8395,2015-10-15,AIG,f0ada02b-337c-4863-975d-37cd4a9fe9ed,review american classical orchestra revives rarely heard telemann masterpiece,1
8396,8396,2015-10-15,AIG,2faa850f-934d-4947-b426-1ec42c0db399,border patrol accused profiling abuse,1
8399,8399,2015-10-16,AIG,764c3c44-52f3-428e-b4e6-2fa70880e2e3,pickens wind claim may last power play,0
8409,8409,2015-10-20,AIG,dad71d26-fbdf-4875-9a92-1be55fff3c6d,leaping 19th century 21st eight weeks,0
8413,8413,2015-10-20,AIG,cad198e9-f11b-4b08-9a9c-292c7584727e,museum specimens find new life online,0
8416,8416,2015-10-21,AIG,748c3aab-d6fc-4e28-b29c-3e8fe07601a1,american cancer society shift recommends fewer mammograms,0
8417,8417,2015-10-22,AIG,676843e2-d099-448a-8056-e0ed90497f79,choices breast feeding,0
8420,8420,2015-10-22,AIG,82636eff-f6c2-4d09-9acd-f1cc2065ef5a,review east meets west new york debut,0
8424,8424,2015-10-23,AIG,dc3953ee-5100-40d8-9e8b-732f4d1ea295,hurricane patricia impact hotels cruises air travel,0
8430,8430,2015-10-23,AIG,f4b8c357-1310-4752-8a0d-e47c3b326b7a,review american ballet theater opening gala,0
8440,8440,2015-10-27,AIG,1cd6b110-cb11-4945-9849-9696d9f24518,m t a board loosen advocacy ads,0
8441,8441,2015-10-27,AIG,40bcacd0-883c-4e1c-af8f-7a3f027363f3,american pharoah favorite breeders cup classic,0
8444,8444,2015-10-28,AIG,963ff28b-bb1e-484b-80f6-4e90e18f70d0,pre eclampsia tied heart defects newborns,1
8445,8445,2015-10-28,AIG,051dcf5e-3010-4413-844f-1983ed331921,mexico moves scale back successful tax soda,1
8446,8446,2015-10-28,AIG,8af8bddb-cc80-4da3-ad1e-014760d8250b,balkans reel number migrants hits record,1
8447,8447,2015-10-28,AIG,f0a43770-817c-4cdb-a833-dab6d7a51b8d,walmart withdraws hooked sheik fagin nose halloween store,1
8448,8448,2015-10-28,AIG,24e45293-3f7e-4314-a458-51e8f8c59757,teaming pair art ballet american ballet theater aftereffect ,1
8449,8449,2015-10-28,AIG,6ca16fbf-8be2-4a85-aeb1-5233fd228824,new york state says 61 passed bar exam july,1
8450,8450,2015-10-28,AIG,b17d153e-274b-4db7-82a2-424a800e3ca1,death rates declining decades flattened study finds,1
8451,8451,2015-10-28,AIG,45630083-1b72-42ab-b63b-d15ed5e48ebd,students get tickets hamilton hip hop infused history,1
8453,8453,2015-10-29,AIG,d950d259-8e4d-46b2-b07e-edeed90b5c12,grim breast cancer milestone black women,0
8458,8458,2015-10-29,AIG,5cddbdf6-98df-43c1-ae4b-2be023eb5ab2,carl icahn pushes a i g split,0
8460,8460,2015-10-30,AIG,23d2ff27-a228-47c0-93c8-4842d2ef207a,morning agenda valeant drops philidor,0
8461,8461,2015-10-30,AIG,8301fdb9-7d11-48f8-948c-ed0b85075bef,iran said detain another iranian american,0
8466,8466,2015-11-02,AIG,f2ac6d03-7063-4052-bfe3-9408de9b5a61,american express cardmember agreement,0
8471,8471,2015-11-02,AIG,517877b5-0b8e-46bd-a811-a13ffff25d62,breeders cup classic 2015 picks,0
8475,8475,2015-11-02,AIG,51bc3144-aad0-4df0-9de0-4b20aa27435e,tactics antagonists draw attention houston rights vote,0
8477,8477,2015-11-02,AIG,7485a635-952f-4e89-8619-6061d8278ff6,mel daniels prolific rebounder indiana pacers 1970s dies 71,0
8478,8478,2015-11-02,AIG,cab1d6d6-fab0-4758-ac1b-2695fcb3d8fe,smooth roller scratched breeders cup classic,0
8483,8483,2015-11-02,AIG,d3c24bdc-08f0-4398-8417-08caf627ca9f,museums always educational confer degrees,0
8485,8485,2015-11-02,AIG,12b1d52c-e28b-4550-b37f-5a1ecf9b12ba,debt burden law school graduates,0
8488,8488,2015-11-02,AIG,a93087b8-e6ee-41bd-a6b0-fe1a03be483b,petition urges ayatollah pardon condemned iranian poets,0
8489,8489,2015-11-02,AIG,060ac5e6-2585-4122-b84f-7ebdafabec49,adulation aplenty american pharoah heads stud farm,0
8491,8491,2015-11-03,AIG,200577ae-c700-4adb-a22e-39ad1797cb12,art getting opponents 8220 we 8221 ,1
8492,8492,2015-11-03,AIG,b8fd95b4-7565-46b9-af51-5ed5b4c7da57,new look label american eagle outfitters,1
8493,8493,2015-11-03,AIG,ad424f1e-b7e3-4e65-98d0-fa78b558b7d8,illinois district violated transgender student rights american says,1
8494,8494,2015-11-03,AIG,b8ac2fea-759a-4b45-b07b-d84e8d853e86,pandora stream serial podcast,1
8495,8495,2015-11-03,AIG,852c5670-0201-4c9f-8997-9189e36d0ba6,prevent malaria humans scientists try protecting pigs,1
8496,8496,2015-11-04,AIG,9a2f54fe-08f9-4ff0-b2e4-8ef0188d99ca,american pharoah farewell scores tv,0
8498,8498,2015-11-05,AIG,2de9b3a4-b391-4a1e-92ab-1ad0985b8dfa, american horror story season 5 episode 5 two selves,1
8499,8499,2015-11-05,AIG,68c7f6d6-b305-4878-9608-fc16fb740142,memphis powerful problem league isn 8217 t ,1
8500,8500,2015-11-05,AIG,eea50aeb-0e44-41e9-af45-ea19bdf32626,review american classical orchestra unseasonal passion ,1
8501,8501,2015-11-05,AIG,dd08627c-8a78-4446-a5a0-8095e8c74d34,museum natural history reveals design expansion,1
8502,8502,2015-11-05,AIG,ff751148-e81d-4456-85f0-efcf527a29b9,buffett salad oil magic may repeat ackman,1
8503,8503,2015-11-05,AIG,916192b7-ecf3-45ec-8fe9-ae94f9a0238c,katy perry miuccia prada carine roitfeld performa 15 opening,1
8512,8512,2015-11-09,AIG,279ef4d5-3471-4c11-9bff-9ca89d3c8046,top fee pharoah 8217 services,0
8520,8520,2015-11-12,AIG,0a55cb07-4c50-466a-9451-5500aa88c478, american horror story season 5 episode 6 impersonation love,1
8521,8521,2015-11-12,AIG,1ec6377d-5c5f-489b-9bdd-9cb0edffcbd6,investing racehorses despite long odds,1
8525,8525,2015-11-16,AIG,df1f9b8d-d27a-405a-b323-6e7eb501b7c8,california prison experiment,1
8526,8526,2015-11-16,AIG,c1e2e7b6-7ad1-40f4-91c8-7de7425075c0,review charles francis chan jr exotic oriental murder mystery lloyd suh takes legacy,1
8527,8527,2015-11-16,AIG,ccf92d16-ea16-4e80-9575-cd7cbbe47775,projection kicks countdown black history culture museum opening,1
8528,8528,2015-11-16,AIG,c137da67-8ee2-4c5d-9e6c-75ddad2ce1b9,mother transgender student speaks,1
8529,8529,2015-11-16,AIG,826ed25d-91a9-4d93-b125-9e9299c792c5,inside new york times book review podcast life george h w bush,1
8530,8530,2015-11-16,AIG,4d82031b-26d2-4c07-b32d-1101a507ec06,jon meacham destiny power american odyssey george herbert walker bush ,1
8531,8531,2015-11-16,AIG,cfe3b024-64f5-4d16-8ade-75ea8709d6fc,cosmos win title last game two stars,1
